"Incident Case Id","Date","Clearance Code Inc Type","PGPD Reporting Area","PGPD Sector","PGPD BEAT","Street Number","Street Name","Latitude","Longitude","Location"
"PP25100100000270","10/01/2025","AUTO, STOLEN & RECOVERED","246","B","B1","4400 BLOCK","68TH PL","38.94243322313","-76.89746285975","(38.94243322312832,-76.8974628597498)"
"PP25100100000311","10/01/2025","THEFT FROM AUTO","114","A","A6","2100 BLOCK","LEWISDALE DR","38.97950664163","-76.97653093934","(38.97950664162636,-76.97653093934059)"
"PP25100100000335","10/01/2025","ACCIDENT","612","J","J6",,"INDIAN HEAD HWY NB / PALMER RD","38.766252473","-76.99424745142","(38.76625247299671,-76.9942474514246)"
"PP25100100000340","10/01/2025","ACCIDENT","604","J","J6","6100 BLOCK","OXON HILL RD NB","38.80562247336","-76.97357819974","(38.80562247335911,-76.97357819974422)"
"PP25100100000344","10/01/2025","ACCIDENT","916","C","C4","13200 BLOCK","LARCHDALE RD","39.07136997581","-76.86202986538","(39.07136997580528,-76.8620298653841)"
"PP25100100000347","10/01/2025","THEFT FROM AUTO","405","H","H3","6900 BLOCK","WALKER MILL RD WB","38.87091106176","-76.88696420193","(38.87091106176376,-76.88696420192719)"
"PP25100100000474","10/01/2025","ACCIDENT","225","B","B3",,"61ST PL / RIVERDALE RD WB","38.96047781408","-76.9125546962","(38.96047781407833,-76.91255469620228)"
"PP25100100000594","10/01/2025","AUTO, STOLEN","175","TRU","A5","3300 BLOCK","TOLEDO TER","38.9690079838","-76.96176719666","(38.96900798380375,-76.96176719665527)"
"PP25100100000634","10/01/2025","THEFT","113","A","A3","1500 BLOCK","UNIVERSITY BLVD EB","38.98409980536","-76.9817802757","(38.98409980535507,-76.98178027570248)"
"PP25100100000636","10/01/2025","ACCIDENT","107","A","A7","1400 BLOCK","QUEBEC ST","38.99492655694","-76.9817802757","(38.99492655694485,-76.98178027570248)"
"PP25100100000807","10/01/2025","ACCIDENT WITH IMPOUND","104","A","A7",,"NEW HAMPSHIRE AVE SB / METZEROTT RD","39.0041128993","-76.98112411797","(39.004112899303436,-76.98112411797047)"
"PP25100100000967","10/01/2025","THEFT FROM AUTO","605","K","K6","2400 BLOCK","CORNING AVE","38.80759097636","-76.96636036038","(38.80759097635746,-76.96636036038399)"
"PP25100100001038","10/01/2025","AUTO, STOLEN","307","G","G6","7300 BLOCK","LANDOVER RD EB","38.92602905631","-76.88926078379","(38.926029056310654,-76.88926078379154)"
"PP25100100001151","10/01/2025","ASSAULT, SHOOTING","321","G","G1","6300 BLOCK","SEAT PLEASANT DR","38.89748580754","-76.89844711125","(38.89748580753803,-76.89844711124897)"
"PP25100100001194","10/01/2025","ACCIDENT","157","A","A7","1100 BLOCK","NAVAHOE DR","38.99394230545","-76.98998236656","(38.99394230544567,-76.98998236656189)"
"PP25100100001237","10/01/2025","ACCIDENT","407","G","G7","9100 BLOCK","CENTRAL AVE","38.88961181045","-76.8482503593","(38.889611810445786,-76.8482503592968)"
"PP25100100001271","10/01/2025","ACCIDENT","626","W","W1","11200 BLOCK","INDIAN HEAD HWY SB","38.73738114536","-76.99129469693","(38.737381145358086,-76.99129469692707)"
"PP25100100001389","10/01/2025","AUTO, STOLEN","443","K","K4","4700 BLOCK","OLD SOPER RD","38.82465131581","-76.91222661734","(38.824651315808296,-76.91222661733627)"
"PP25100100001420","10/01/2025","B & E, RESIDENTIAL","126","A","A2","3200 BLOCK","QUEENS CHAPEL RD SB","38.95161956549","-76.96734461188","(38.95161956548691,-76.96734461188316)"
"PP25100100001445","10/01/2025","ACCIDENT WITH IMPOUND","301","G","G3","1700 BLOCK","KENILWORTH AVE NB","38.91421805322","-76.93223969638","(38.9142180532217,-76.93223969638348)"
"PP25100100001463","10/01/2025","THEFT FROM AUTO","916","C","C4","12500 BLOCK","HONEY LOCUST WAY","39.06349597871","-76.88171486557","(39.063495978713036,-76.8817148655653)"
"PP25100100001552","10/01/2025","ACCIDENT","111","A","A6","2200 BLOCK","UNIVERSITY BLVD WB","38.98409980536","-76.97521860898","(38.98409980535507,-76.97521860897541)"
"PP25100100001622","10/01/2025","ACCIDENT","601","J","J4","7000 BLOCK","OXON HILL RD","38.79151488841","-77.00507420301","(38.7915148884058,-77.00507420301437)"
"PP25100100001724","10/01/2025","ACCIDENT","868","C","C4","11600 BLOCK","SOUTH LAUREL DR","39.04906031489","-76.83775170147","(39.04906031489372,-76.83775170147419)"
"PP25100100001737","10/01/2025","THEFT","6,010","J","J41","100 BLOCK","WATERFRONT ST","38.78495322168","-77.0159009397","(38.784953221678734,-77.01590093970299)"
"PP25100100001792","10/01/2025","ACCIDENT","429","K","K2",,"BRANCH AVE NB / COLEBROOKE DR","38.84203973413","-76.94831578434","(38.84203973412514,-76.94831578433514)"
"PP25100200000090","10/02/2025","ACCIDENT","436","H","H1",,"ADDISON RD S / WILBURN DR","38.87911313772","-76.89647860825","(38.879113137722015,-76.89647860825062)"
"PP25100200000183","10/02/2025","ROBBERY, OTHER","114","A","A6","7300 BLOCK","RIGGS RD NB","38.97950664163","-76.97849944234","(38.97950664162636,-76.97849944233894)"
"PP25100200000196","10/02/2025","B & E, COMMERCIAL","313","G","G4","7800 BLOCK","CENTRAL AVE WB","38.88928373158","-76.87154427171","(38.88928373157978,-76.87154427170753)"
"PP25100200000261","10/02/2025","ACCIDENT","732","F","F3","8000 BLOCK","BELLEFONTE LN","38.77904772758","-76.86826343834","(38.77904772758484,-76.868263438344)"
"PP25100200000262","10/02/2025","AUTO, STOLEN","114","A","A6","2000 BLOCK","HANNON ST","38.97819431126","-76.97620286047","(38.97819431126118,-76.97620286047459)"
"PP25100200000265","10/02/2025","THEFT FROM AUTO","103","B","B7","9300 BLOCK","CHERRY HILL RD","39.01789239049","-76.93584860861","(39.01789239048958,-76.93584860861301)"
"PP25100200000270","10/02/2025","THEFT","856","E","E2","9600 BLOCK","FAGAN DR","38.91717080772","-76.83840785921","(38.91717080771923,-76.8384078592062)"
"PP25100200000273","10/02/2025","THEFT FROM AUTO","312","G","G2","1100 BLOCK","GLEN WILLOW DR","38.90437555313","-76.90172794461","(38.9043755531311,-76.9017279446125)"
"PP25100200000342","10/02/2025","THEFT FROM AUTO","419","H","H5","4100 BLOCK","SUITLAND RD","38.85647539794","-76.94175411761","(38.85647539794445,-76.94175411760807)"
"PP25100200000414","10/02/2025","ACCIDENT","117","A","A6","6600 BLOCK","23RD AVE","38.97032031417","-76.97292202711","(38.97032031416893,-76.97292202711105)"
"PP25100200000648","10/02/2025","THEFT FROM AUTO","936","TRU","C2","11200 BLOCK","CHERRY HILL RD SB","39.04053014517","-76.9525808692","(39.040530145168304,-76.95258086919785)"
"PP25100200000854","10/02/2025","THEFT FROM AUTO","111","TRU","A6","7900 BLOCK","RIGGS RD","38.98639638722","-76.97587478161","(38.98639638721943,-76.97587478160858)"
"PP25100200000894","10/02/2025","THEFT FROM AUTO","732","TRU","F3","7900 BLOCK","BELLEFONTE PL","38.78036005795","-76.86957578361","(38.78036005795002,-76.86957578361034)"
"PP25100200000922","10/02/2025","ACCIDENT","3,131","G","G43","1600 BLOCK","RING RD","38.90896873176","-76.86334219575","(38.90896873176098,-76.86334219574928)"
"PP25100200001001","10/02/2025","THEFT FROM AUTO","114","TRU","A6","2200 BLOCK","HANNON ST","38.98180322349","-76.97292202711","(38.981803223490715,-76.97292202711105)"
"PP25100200001134","10/02/2025","AUTO, STOLEN","626","W","W1","11000 BLOCK","INDIAN HEAD HWY SB","38.73705306649","-76.99260702729","(38.73705306649208,-76.99260702729225)"
"PP25100200001160","10/02/2025","ACCIDENT","842","D","D6",,"MARTIN LUTHER KING JUNIOR HWY EB / HARGROVE DR","38.94932298362","-76.8403763622","(38.94932298362255,-76.84037636220455)"
"PP25100200001234","10/02/2025","ACCIDENT WITH IMPOUND","842","D","D6",,"MARTIN LUTHER KING JUNIOR HWY EB / LOTTSFORD VISTA RD","38.95555655658","-76.82922153175","(38.95555655658245,-76.82922153174877)"
"PP25100200001282","10/02/2025","THEFT","314","G","G4",,"SHERIFF RD / BELLE HAVEN DR SB","38.91290572286","-76.8813867718","(38.91290572285652,-76.88138677179813)"
"PP25100200001285","10/02/2025","AUTO, STOLEN","243","B","B2","5200 BLOCK","MONROE PL","38.9339030534","-76.92994311452","(38.9339030534029,-76.92994311451912)"
"PP25100200001336","10/02/2025","AUTO, STOLEN","103","B","B7","9300 BLOCK","CHERRY HILL RD","39.01789239049","-76.93650478125","(39.01789239048958,-76.93650478124619)"
"PP25100200001418","10/02/2025","ACCIDENT","837","D","D1","9400 BLOCK","LANHAM SEVERN RD","38.97327305377","-76.84693802893","(38.9732730537653,-76.84693802893162)"
"PP25100200001458","10/02/2025","THEFT FROM AUTO","426","H","H5","4100 BLOCK","SUITLAND RD","38.85614730418","-76.94241027534","(38.856147304177284,-76.94241027534008)"
"PP25100200001503","10/02/2025","ACCIDENT","419","H","H5","4200 BLOCK","SUITLAND RD","38.85450689495","-76.93847328424","(38.8545068949461,-76.93847328424454)"
"PP25100200001549","10/02/2025","ACCIDENT","613","J","J6","7000 BLOCK","BOCK RD","38.79282723367","-76.97390627861","(38.79282723367214,-76.97390627861023)"
"PP25100200001550","10/02/2025","ACCIDENT","835","D","D1",,"ANNAPOLIS RD WB / PRINCESS GARDEN PKWY","38.96146206558","-76.86301411688","(38.96146206557751,-76.86301411688328)"
"PP25100200001570","10/02/2025","THEFT FROM AUTO","857","TRU","E2","10400 BLOCK","LOTTSFORD RD WB","38.92176397145","-76.82594069839","(38.921763971447945,-76.82594069838524)"
"PP25100200001599","10/02/2025","AUTO, STOLEN","304","G","G3","4800 BLOCK","ADDISON RD","38.91028106213","-76.92338144779","(38.91028106212616,-76.92338144779205)"
"PP25100200001604","10/02/2025","THEFT","443","K","K4","5000 BLOCK","AUTH RD WB","38.82301089168","-76.92010061443","(38.82301089167595,-76.92010061442852)"
"PP25100200001651","10/02/2025","ACCIDENT","838","D","D1","6100 BLOCK","PRINCESS GARDEN PKWY","38.96605522931","-76.86432644725","(38.96605522930622,-76.86432644724846)"
"PP25100200001783","10/02/2025","ASSAULT","441","H","H2","5700 BLOCK","SILVER HILL RD NB","38.85417881608","-76.90632110834","(38.85417881608009,-76.90632110834122)"
"PP25100200001870","10/02/2025","ACCIDENT","610","J","J4",,"INDIAN HEAD HWY SB / PALMER RD","38.766252473","-76.99457553029","(38.76625247299671,-76.9945755302906)"
"PP25100200001910","10/02/2025","AUTO, STOLEN","420","H","H4","2100 BLOCK","LAKEWOOD ST","38.86238089204","-76.92764653265","(38.862380892038345,-76.92764653265476)"
"PP25100200001959","10/02/2025","ACCIDENT","937","C","C3",,"EVANS TRL / POWDER MILL RD EB","39.04446715117","-76.94175411761","(39.04446715116501,-76.94175411760807)"
"PP25100200002055","10/02/2025","ACCIDENT","656","J","J5","6100 BLOCK","OXON HILL RD SB","38.80595056713","-76.98243644834","(38.805950567126274,-76.98243644833565)"
"PP25100200002089","10/02/2025","ACCIDENT","407","G","G7","100 BLOCK","HAMPTON PARK BLVD","38.88764330745","-76.85120311379","(38.88764330744743,-76.85120311379433)"
"PP25100200002334","10/02/2025","ROBBERY, COMMERCIAL","238","B","B5","7600 BLOCK","ANNAPOLIS RD EB","38.95194764435","-76.88171486557","(38.95194764435291,-76.8817148655653)"
"PP25100200000207","10/02/2025","B & E, COMMERCIAL","843","D","D5","10500 BLOCK","MARTIN LUTHER KING JUNIOR HWY EB","38.95358805358","-76.82397219539","(38.9535880535841,-76.82397219538689)"
"PP25100200000255","10/02/2025","B & E, OTHER","127","A","A5","2300 BLOCK","RITTENHOUSE ST","38.96835181117","-76.97193777561","(38.96835181117058,-76.97193777561188)"
"PP25100200000357","10/02/2025","THEFT FROM AUTO","307","G","G6","2300 BLOCK","VIRGINIA AVE","38.92209206522","-76.88893269002","(38.92209206521511,-76.88893269002438)"
"PP25100200000358","10/02/2025","ACCIDENT","502","K","K2","3100 BLOCK","GOOD HOPE AVE","38.84925755858","-76.95684593916","(38.84925755858421,-76.9568459391594)"
"PP25100200000410","10/02/2025","B & E, COMMERCIAL","843","D","D5","10500 BLOCK","MARTIN LUTHER KING JUNIOR HWY EB","38.95358805358","-76.82397219539","(38.9535880535841,-76.82397219538689)"
"PP25100200000443","10/02/2025","THEFT FROM AUTO","856","TRU","E2","9500 BLOCK","RUBY LOCKHART BLVD","38.91749888659","-76.8413606137","(38.917498886585236,-76.84136061370373)"
"PP25100200000514","10/02/2025","AUTO, STOLEN","615","TRU","K6","2800 BLOCK","WOOD HOLLOW PL","38.79085873067","-76.95848636329","(38.79085873067379,-76.95848636329174)"
"PP25100200000614","10/02/2025","THEFT FROM AUTO","124","A","A3","6700 BLOCK","CHILLUM MANOR RD","38.97228881717","-76.98506110907","(38.97228881716728,-76.98506110906601)"
"PP25100200000744","10/02/2025","ACCIDENT WITH IMPOUND","406","G","G7",,"CALDER DR / SHADY GLEN DR","38.88633097708","-76.87712170184","(38.88633097708225,-76.87712170183659)"
"PP25100200000775","10/02/2025","THEFT","638","W","W4","11900 BLOCK","EMPIRE LN","38.7252420634","-76.97784328461","(38.72524206340313,-76.97784328460693)"
"PP25100200000975","10/02/2025","ACCIDENT","610","J","J4",,"INDIAN HEAD HWY SB / PALMER RD","38.766252473","-76.99457553029","(38.76625247299671,-76.9945755302906)"
"PP25100200001036","10/02/2025","THEFT FROM AUTO","701","E","E3","90 BLOCK","CAPITAL CT","38.89190839231","-76.83939211071","(38.89190839231014,-76.83939211070538)"
"PP25100200001367","10/02/2025","ACCIDENT","843","D","D5",,"GLENN DALE RD NB / ATWELL AVE","38.95096339285","-76.81248928607","(38.95096339285374,-76.8124892860651)"
"PP25100200001597","10/02/2025","THEFT FROM AUTO","312","G","G2","6400 BLOCK","K ST","38.90207897127","-76.90763343871","(38.90207897126675,-76.9076334387064)"
"PP25100200001792","10/02/2025","THEFT","418","H","H6","3100 BLOCK","DONNELL DR SB","38.84860140085","-76.88663610816","(38.8486014008522,-76.88663610816002)"
"PP25100200001848","10/02/2025","ACCIDENT","702","E","E3","10500 BLOCK","CAMPUS WAY S","38.89420497417","-76.82298794389","(38.8942049741745,-76.82298794388771)"
"PP25100200001925","10/02/2025","ACCIDENT","238","B","B5",,"VETERANS PKWY NB / JOHN HANSON HWY EB","38.94341747463","-76.88073061407","(38.943417474627495,-76.88073061406612)"
"PP25100200002065","10/02/2025","THEFT","226","B","B5","7100 BLOCK","LOIS LN","38.96703948081","-76.88762035966","(38.9670394808054,-76.8876203596592)"
"PP25100200002070","10/02/2025","ACCIDENT WITH IMPOUND","839","D","D5",,"ANNAPOLIS RD WB / GREENWOOD LN","38.96375864744","-76.85514010489","(38.963758647441864,-76.85514010488987)"
"PP25100200002159","10/02/2025","ASSAULT","507","K","K3","2900 BLOCK","SAINT CLAIR DR","38.83580614626","-76.9466753602","(38.835806146264076,-76.94667536020279)"
"PP25100200002285","10/02/2025","ASSAULT, SHOOTING","441","H","H2","5700 BLOCK","SILVER HILL RD SB","38.85450689495","-76.90828961134","(38.8545068949461,-76.90828961133957)"
"PP25100300000016","10/03/2025","ACCIDENT","845","D","D4","12000 BLOCK","MARLEIGH DR","38.95161956549","-76.79674127698","(38.95161956548691,-76.79674127697945)"
"PP25100300000030","10/03/2025","ACCIDENT","603","J","J5","6400 BLOCK","LIVINGSTON RD","38.80102930963","-76.98637343943","(38.801029309630394,-76.98637343943119)"
"PP25100300000063","10/03/2025","THEFT","424","H","H6","3700 BLOCK","DONNELL DR","38.84335206449","-76.88499569893","(38.84335206449032,-76.88499569892883)"
"PP25100300000109","10/03/2025","ACCIDENT","607","K","K5","6000 BLOCK","SUMMERHILL RD","38.80824714899","-76.92666228116","(38.80824714899063,-76.92666228115559)"
"PP25100300000218","10/03/2025","ACCIDENT","827","D","D2","6600 BLOCK","WOOD STREAM DR","38.98114706576","-76.83512702584","(38.981147065758705,-76.83512702584267)"
"PP25100300000266","10/03/2025","ACCIDENT WITH IMPOUND","812","D","D2","9000 BLOCK","SPRINGFIELD RD","39.01953281462","-76.82823728025","(39.019532814621925,-76.8282372802496)"
"PP25100300000293","10/03/2025","THEFT FROM AUTO","332","G","G5","3500 BLOCK","HUBBARD RD","38.93226264417","-76.87777785957","(38.932262644171715,-76.8777778595686)"
"PP25100300000323","10/03/2025","AUTO, STOLEN","444","H","H4","3000 BLOCK","SUNSET LN","38.84761714935","-76.91878828406","(38.84761714935303,-76.91878828406334)"
"PP25100300000328","10/03/2025","AUTO, STOLEN","243","B","B2","3400 BLOCK","55TH AVE","38.93455922604","-76.92666228116","(38.93455922603607,-76.92666228115559)"
"PP25100300000330","10/03/2025","THEFT FROM AUTO","127","A","A5","2300 BLOCK","RITTENHOUSE ST","38.9680237323","-76.97259394825","(38.96802373230457,-76.97259394824505)"
"PP25100300000340","10/03/2025","THEFT FROM AUTO","118","A","A6","7500 BLOCK","24TH AVE","38.98081897199","-76.96996927261","(38.98081897199154,-76.96996927261353)"
"PP25100300000344","10/03/2025","THEFT FROM AUTO","936","C","C2","11200 BLOCK","CHERRY HILL RD SB","39.04053014517","-76.9525808692","(39.040530145168304,-76.95258086919785)"
"PP25100300000364","10/03/2025","THEFT","858","E","E2","1300 BLOCK","CARAWAY CT","38.90765638649","-76.84759420156","(38.90765638649464,-76.84759420156479)"
"PP25100300000402","10/03/2025","THEFT","114","A","A6","2200 BLOCK","UNIVERSITY BLVD EB","38.98344364762","-76.97193777561","(38.98344364762306,-76.97193777561188)"
"PP25100300000404","10/03/2025","AUTO, STOLEN","916","C","C4","13300 BLOCK","DEERFIELD RD","39.0723542273","-76.85054694116","(39.07235422730446,-76.85054694116116)"
"PP25100300000412","10/03/2025","SEX OFFENSE","314","G","G4","1700 BLOCK","COUNTRYWOOD CT","38.91356189549","-76.88597995043","(38.91356189548969,-76.88597995042801)"
"PP25100300000467","10/03/2025","THEFT FROM AUTO","314","G","G4","1700 BLOCK","DUTCH VILLAGE DR","38.91290572286","-76.87777785957","(38.91290572285652,-76.8777778595686)"
"PP25100300000505","10/03/2025","THEFT","604","J","J6","6100 BLOCK","OXON HILL RD NB","38.80496631563","-76.97456245124","(38.8049663156271,-76.9745624512434)"
"PP25100300000518","10/03/2025","THEFT FROM AUTO","332","G","G5",,"HUBBARD RD / DODGE PARK RD","38.93226264417","-76.8774497807","(38.932262644171715,-76.87744978070259)"
"PP25100300000685","10/03/2025","ACCIDENT","841","D","D6","9300 BLOCK","ANNAPOLIS RD EB","38.96441480517","-76.8472661078","(38.964414805173874,-76.84726610779762)"
"PP25100300000691","10/03/2025","THEFT FROM AUTO","441","H","H2","5500 BLOCK","MARLBORO PIKE EB","38.86041238904","-76.91321086884","(38.86041238903999,-76.91321086883545)"
"PP25100300000772","10/03/2025","AUTO, STOLEN & RECOVERED","444","H","H4","2800 BLOCK","CRESTWICK PL","38.85089798272","-76.91485127807","(38.85089798271656,-76.91485127806664)"
"PP25100300000778","10/03/2025","THEFT FROM AUTO","939","C","C3","10500 BLOCK","BALTIMORE AVE SB","39.02904722095","-76.91714785993","(39.02904722094536,-76.91714785993099)"
"PP25100300000910","10/03/2025","THEFT","3,131","G","G43","1600 BLOCK","RING RD","38.90700022876","-76.86498260498","(38.90700022876263,-76.86498260498047)"
"PP25100300000936","10/03/2025","THEFT FROM AUTO","742","TRU","F5","11300 BLOCK","CRAIN HY SW","38.7331160605","-76.83053386211","(38.73311606049538,-76.83053386211395)"
"PP25100300000989","10/03/2025","THEFT","422","H","H4","4600 BLOCK","LACY AVE","38.85352264345","-76.92534995079","(38.85352264344692,-76.9253499507904)"
"PP25100300001096","10/03/2025","ACCIDENT","731","F","F3","7700 BLOCK","OLD ALEXANDRIA FERRY RD","38.77904772758","-76.87318469584","(38.77904772758484,-76.87318469583988)"
"PP25100300001100","10/03/2025","ACCIDENT WITH IMPOUND","916","C","C4","13000 BLOCK","LAUREL BOWIE RD SB","39.07169805467","-76.84660995007","(39.07169805467129,-76.84660995006561)"
